"x" "y" "meantemp" "rangetemp" "clorofil" "oxygen" "icecover" "ph" "phyto" "primaryprod" "salinity" "reino" "ids"
"803" -133 -25 24.218 5.992 0.026 213.86 0 8.212 0.418 0 35.871 17 6050
"804" -133 -27 23.157 6.988 0.026 218.642 0 8.214 0.4 0 35.696 17 6192
"805" -133 -29 21.961 7.754 0.027 223.81 0 8.214 0.397 0 35.518 10 6335
"806" -133 -3 26.276 4.314 0.231 210.356 0 8.165 1.434 0.013 35.25 22 4456
"807" -133 -31 20.662 8.157 0.031 229.172 0 8.213 0.411 0 35.32 10 6480
"808" -133 -33 19.328 8.293 0.038 235.329 0 8.211 0.466 0 35.054 10 6631
"809" -133 -35 17.876 7.94 0.077 242.291 0 8.208 0.802 0.001 34.726 10 6789
"810" -133 -37 16.599 7.575 0.134 249.256 0 8.204 1.215 0.002 34.514 10 6955
"811" -133 -39 15.189 7.43 0.2 256.713 0 8.198 1.394 0.004 34.357 10 7124
"812" -133 -41 13.653 7.653 0.251 264.355 0 8.191 1.449 0.006 34.273 10 7299
"813" -133 -43 12.099 7.447 0.265 272.126 0 8.182 1.452 0.005 34.267 10 7475
"814" -133 -45 10.51 7.026 0.272 279.928 0 8.172 1.446 0.005 34.295 30 7651
"815" -133 -47 9.447 6.366 0.307 286.244 0 8.16 1.482 0.005 34.322 30 7827
"816" -133 -49 8.725 5.192 0.337 289.571 0 8.146 1.483 0.004 34.352 30 8004
"817" -133 -5 26.705 3.226 0.223 209.263 0 8.166 1.436 0.012 35.248 22 4602
"818" -133 -7 26.962 3.108 0.207 207.37 0 8.169 1.446 0.01 35.297 17 4747
"819" -133 -9 27.143 2.999 0.182 205.809 0 8.173 1.475 0.008 35.453 17 4892
"820" -133 1 25.664 5.055 0.228 206.248 0 8.171 1.482 0.013 34.992 22 4161
"821" -133 11 26.581 4.811 0.153 206.66 0 8.222 1.509 0.005 34.049 9 3421
"822" -133 13 25.992 5.034 0.151 208.932 0 8.229 1.513 0.005 34.099 9 3275
"823" -133 15 25.223 5.261 0.137 211.686 0 8.225 1.423 0.004 34.208 9 3132
"824" -133 17 24.28 5.481 0.105 215.058 0 8.213 1.166 0.002 34.366 9 2993
"825" -133 19 23.281 5.389 0.064 218.927 0 8.196 0.794 0.001 34.576 9 2856
"826" -133 21 22.333 5.007 0.037 222.661 0 8.183 0.527 0 34.781 9 2724
"827" -133 23 21.498 4.91 0.028 225.775 0 8.172 0.429 0 34.873 9 2597
"828" -133 25 20.826 5.374 0.027 228.238 0 8.164 0.398 0 34.83 9 2476
"829" -133 27 20.253 6.082 0.028 230.727 0 8.159 0.396 0 34.655 9 2358
"830" -133 29 19.726 6.835 0.03 233.414 0 8.154 0.405 0 34.4 9 2243
"831" -133 3 26.642 4.346 0.207 207.445 0 8.178 1.484 0.011 34.852 22 4011
"832" -133 31 19.121 7.117 0.033 236.962 0 8.152 0.436 0 34.053 9 2127
"833" -133 33 18.364 7.529 0.044 240.885 0 8.15 0.532 0 33.694 9 2015
"834" -133 35 17.5 7.72 0.077 245.129 0 8.149 0.834 0.001 33.342 9 1902
"835" -133 37 16.597 8.811 0.116 249.964 0 8.152 1.2 0.002 33.122 9 1784
"836" -133 39 15.594 9.728 0.138 254.769 0 8.16 1.369 0.002 32.924 9 1673
"837" -133 41 14.58 10.285 0.151 259.776 0 8.169 1.396 0.002 32.787 9 1563
"838" -133 43 13.479 10.775 0.174 266.376 0 8.172 1.433 0.003 32.651 9 1457
"839" -133 45 12.331 10.966 0.197 272.026 0 8.169 1.457 0.004 32.536 7 1362
"840" -133 47 11.323 10.938 0.223 277.754 0 8.163 1.492 0.004 32.481 7 1277
"841" -133 49 10.537 11.21 0.244 282.017 0 8.155 1.52 0.004 32.399 7 1192
"842" -133 5 27.12 3.457 0.186 205.922 0 8.188 1.438 0.008 34.771 22 3859
"843" -133 51 10.162 10.836 0.312 284.898 0 8.149 1.73 0.006 32.2 7 1108
"844" -133 53 9.763 10.125 0.605 289.195 0 8.145 2.81 0.011 31.742 7 1021
"845" -133 55 8.894 9.421 1.165 298.146 0 8.153 4.987 0.021 30.152 7 932
"846" -133 57 7.836 9.362 1.675 308.326 0 8.167 7.035 0.03 28.149 7 843
"847" -133 7 27.321 3.32 0.163 204.665 0 8.198 1.408 0.006 34.567 22 3713
"848" -133 9 27.104 3.964 0.152 205.086 0 8.21 1.45 0.005 34.207 22 3571
"849" -135 -1 25.61 4.819 0.234 207.332 0 8.165 1.432 0.014 35.204 22 4307
"850" -135 -11 27.381 3.131 0.155 204.312 0 8.179 1.489 0.006 35.646 17 5038
"851" -135 -13 27.345 3.418 0.137 203.687 0 8.185 1.431 0.004 35.815 17 5186
"852" -135 -15 27.215 3.645 0.092 203.122 0 8.193 1.074 0.002 36.059 17 5335
"853" -135 -17 26.977 3.798 0.048 202.982 0 8.199 0.666 0.001 36.3 17 5480
"854" -135 -19 26.569 4.105 0.031 204.062 0 8.205 0.481 0 36.361 17 5626
"855" -135 -21 25.961 4.483 0.028 206.419 0 8.21 0.44 0 36.212 17 5769
"856" -135 -23 25.173 5.248 0.028 209.632 0 8.213 0.45 0 36.002 17 5909
"857" -135 -25 24.236 6.15 0.027 213.775 0 8.215 0.432 0 35.827 17 6049
"858" -135 -27 23.148 6.864 0.027 218.567 0 8.216 0.405 0 35.667 17 6191
"859" -135 -29 21.923 7.602 0.028 223.733 0 8.216 0.404 0 35.519 17 6334
"860" -135 -3 26.386 4.069 0.229 209.9 0 8.163 1.428 0.013 35.258 22 4455
"861" -135 -31 20.597 7.93 0.032 229.252 0 8.215 0.419 0 35.344 10 6479
"862" -135 -33 19.291 7.968 0.039 235.618 0 8.213 0.475 0 35.101 10 6630
"863" -135 -35 17.943 7.841 0.077 242.29 0 8.209 0.802 0.001 34.79 10 6788
"864" -135 -37 16.653 7.538 0.132 248.807 0 8.204 1.206 0.002 34.58 10 6954
"865" -135 -39 15.259 7.433 0.197 256.265 0 8.198 1.39 0.004 34.415 10 7123
"866" -135 -41 13.716 7.742 0.25 264.077 0 8.19 1.45 0.006 34.306 10 7298
"867" -135 -43 12.1 7.702 0.265 271.744 0 8.181 1.452 0.005 34.283 10 7474
"868" -135 -45 10.614 7.419 0.274 279.648 0 8.169 1.455 0.005 34.312 30 7650
"869" -135 -47 9.563 6.498 0.316 285.084 0 8.157 1.5 0.005 34.339 30 7826
"870" -135 -49 8.84 5.331 0.346 287.699 0 8.143 1.493 0.004 34.37 30 8003
"871" -135 -5 26.814 3.245 0.221 208.765 0 8.165 1.435 0.012 35.251 17 4601
"872" -135 -7 27.088 3.01 0.204 206.858 0 8.168 1.447 0.01 35.305 17 4746
"873" -135 -9 27.297 3.011 0.179 205.238 0 8.173 1.473 0.008 35.47 17 4891
"874" -135 1 25.747 4.89 0.227 206.032 0 8.169 1.475 0.013 35.018 22 4160
"875" -135 11 26.485 4.556 0.151 206.695 0 8.222 1.502 0.005 34.098 9 3420
"876" -135 13 25.901 4.931 0.15 209.082 0 8.229 1.51 0.005 34.171 9 3274
"877" -135 15 25.176 5.193 0.142 211.85 0 8.226 1.46 0.004 34.292 9 3131
"878" -135 17 24.279 5.262 0.114 214.959 0 8.216 1.235 0.003 34.421 9 2992
"879" -135 19 23.351 4.985 0.072 218.398 0 8.203 0.865 0.001 34.597 9 2855
"880" -135 21 22.491 4.867 0.042 221.563 0 8.19 0.576 0 34.815 9 2723
"881" -135 23 21.749 5.094 0.03 224.295 0 8.181 0.449 0 34.947 9 2596
"882" -135 25 21.144 5.519 0.029 226.683 0 8.173 0.415 0 34.961 9 2475
"883" -135 27 20.6 6.267 0.03 229.073 0 8.167 0.41 0 34.833 9 2357
"884" -135 29 20.097 6.862 0.031 231.54 0 8.163 0.416 0 34.601 9 2242
"885" -135 3 26.678 4.201 0.207 207.267 0 8.177 1.478 0.011 34.877 22 4010
"886" -135 31 19.512 7.022 0.034 234.844 0 8.161 0.44 0 34.274 9 2126
"887" -135 33 18.78 7.352 0.043 238.706 0 8.159 0.529 0 33.921 9 2014
"888" -135 35 17.92 8.06 0.072 243.159 0 8.157 0.792 0.001 33.53 9 1901
"889" -135 37 16.993 9.024 0.113 248.533 0 8.158 1.158 0.002 33.271 9 1783
"890" -135 39 15.862 10.25 0.138 254.086 0 8.163 1.355 0.002 33.024 9 1672
"891" -135 41 14.696 10.892 0.155 259.755 0 8.171 1.412 0.003 32.853 9 1562
"892" -135 43 13.415 11.08 0.177 266.489 0 8.175 1.435 0.003 32.692 9 1456
"893" -135 45 12.172 11.076 0.208 273.474 0 8.171 1.476 0.004 32.553 7 1361
"894" -135 47 11.038 11.12 0.235 280.169 0 8.163 1.509 0.005 32.492 7 1276
"895" -135 49 10.218 11.079 0.247 284.593 0 8.155 1.514 0.005 32.425 7 1191
"896" -135 5 27.128 3.455 0.187 205.809 0 8.188 1.435 0.009 34.78 22 3858
"897" -135 51 9.828 10.854 0.261 287.1 0 8.148 1.538 0.005 32.33 7 1107
"898" -135 53 9.572 10.461 0.332 289.217 0 8.145 1.778 0.006 32.212 7 1020
"899" -135 55 9.132 9.705 0.607 293.343 0 8.146 2.825 0.011 31.679 7 931
"900" -135 57 8.192 9.575 1.154 300.26 0 8.163 4.904 0.02 30.537 7 842
"901" -135 59 7.432 10.887 1.403 303.004 0 8.199 5.926 0.026 30.415 7 755
"902" -135 7 27.309 3.335 0.164 204.593 0 8.199 1.402 0.006 34.587 22 3712
"903" -135 9 27.056 3.785 0.152 205.053 0 8.211 1.447 0.005 34.239 22 3570
"904" -137 -1 25.762 4.572 0.233 207.146 0 8.165 1.424 0.014 35.219 22 4306
"905" -137 -11 27.556 3.116 0.152 203.666 0 8.181 1.486 0.005 35.641 17 5037
"906" -137 -13 27.526 3.44 0.133 202.969 0 8.188 1.4 0.004 35.812 17 5185
"907" -137 -15 27.385 3.564 0.084 202.41 0 8.196 1.007 0.002 36.031 17 5334
"908" -137 -17 27.127 3.669 0.045 202.455 0 8.203 0.637 0.001 36.233 17 5479
"909" -137 -19 26.678 3.988 0.032 203.709 0 8.209 0.503 0 36.289 17 5625
"910" -137 -21 26.017 4.644 0.029 206.218 0 8.214 0.467 0 36.153 17 5768
"911" -137 -23 25.175 5.48 0.029 209.618 0 8.217 0.46 0 35.956 17 5908
"912" -137 -25 24.206 6.225 0.027 213.839 0 8.219 0.425 0 35.801 17 6048
"913" -137 -27 23.107 7.109 0.027 218.676 0 8.219 0.41 0 35.662 17 6190
"914" -137 -29 21.858 7.852 0.029 223.81 0 8.219 0.412 0 35.536 17 6333
"915" -137 -3 26.516 3.768 0.228 209.484 0 8.164 1.425 0.013 35.269 17 4454
"916" -137 -31 20.561 8.017 0.033 229.279 0 8.217 0.43 0 35.373 17 6478
"917" -137 -33 19.264 7.922 0.04 235.61 0 8.214 0.488 0 35.131 10 6629
"918" -137 -35 17.954 7.913 0.078 242.264 0 8.21 0.805 0.001 34.841 10 6787
"919" -137 -37 16.624 7.954 0.136 249.047 0 8.205 1.223 0.002 34.636 10 6953
"920" -137 -39 15.23 7.49 0.198 256.405 0 8.198 1.4 0.004 34.454 10 7122
"921" -137 -41 13.688 7.695 0.248 264.046 0 8.189 1.453 0.006 34.323 10 7297
"922" -137 -43 12.103 7.862 0.264 271.307 0 8.179 1.454 0.006 34.301 10 7473
"923" -137 -45 10.738 7.002 0.275 278.845 0 8.168 1.461 0.005 34.326 10 7649
"924" -137 -47 9.646 5.938 0.314 284.24 0 8.155 1.495 0.005 34.358 30 7825
"925" -137 -49 8.934 4.926 0.344 286.266 0 8.141 1.477 0.004 34.385 30 8002
"926" -137 -5 26.916 3.212 0.218 208.322 0 8.166 1.433 0.012 35.26 17 4600
"927" -137 -7 27.209 3.009 0.201 206.292 0 8.169 1.448 0.01 35.324 17 4745
"928" -137 -9 27.448 2.967 0.175 204.656 0 8.175 1.472 0.007 35.486 17 4890
"929" -137 1 25.855 4.787 0.227 205.801 0 8.17 1.466 0.013 35.039 22 4159
"930" -137 11 26.454 4.501 0.15 206.717 0 8.223 1.499 0.005 34.127 9 3419
"931" -137 13 25.854 4.87 0.149 209.102 0 8.229 1.502 0.005 34.214 9 3273
"932" -137 15 25.168 5.052 0.142 211.873 0 8.228 1.455 0.004 34.332 9 3130
"933" -137 17 24.35 4.906 0.116 214.792 0 8.221 1.249 0.003 34.448 9 2991
"934" -137 19 23.481 4.781 0.075 217.816 0 8.211 0.895 0.001 34.624 9 2854
"935" -137 21 22.677 4.822 0.043 220.504 0 8.2 0.6 0 34.852 9 2722
"936" -137 23 22.023 5.161 0.031 222.771 0 8.19 0.467 0 35.031 9 2595
"937" -137 25 21.507 5.563 0.03 224.948 0 8.182 0.431 0 35.098 9 2474
"938" -137 27 20.991 6.15 0.031 227.302 0 8.176 0.423 0 35.02 9 2356
"939" -137 29 20.437 6.572 0.033 229.825 0 8.172 0.429 0 34.803 9 2241
"940" -137 3 26.729 3.961 0.209 207.146 0 8.179 1.471 0.011 34.899 22 4009
"941" -137 31 19.894 6.805 0.036 233.075 0 8.171 0.456 0 34.5 9 2125
"942" -137 33 19.17 7.361 0.048 237.083 0 8.17 0.568 0 34.114 9 2013
"943" -137 35 18.255 8.531 0.084 242.16 0 8.169 0.898 0.001 33.674 9 1900
"944" -137 37 17.248 9.71 0.117 247.659 0 8.169 1.191 0.002 33.38 9 1782
"945" -137 39 16 10.534 0.142 253.8 0 8.171 1.376 0.002 33.085 9 1671
"946" -137 41 14.711 10.963 0.162 260.218 0 8.176 1.431 0.003 32.89 9 1561
"947" -137 43 13.285 11.392 0.185 267.368 0 8.178 1.45 0.003 32.711 9 1455
"948" -137 45 12.018 11.039 0.22 275.219 0 8.172 1.492 0.004 32.563 9 1360
"949" -137 47 10.828 11.134 0.247 282.258 0 8.162 1.517 0.005 32.502 7 1275
"950" -137 49 9.96 10.933 0.256 286.906 0 8.152 1.518 0.005 32.456 7 1190
"951" -137 5 27.146 3.342 0.188 205.704 0 8.19 1.427 0.009 34.797 22 3857
"952" -137 51 9.484 10.612 0.26 289.599 0 8.145 1.514 0.005 32.406 7 1106
"953" -137 53 9.147 10.347 0.276 291.434 0 8.143 1.561 0.005 32.37 7 1019
"954" -137 55 8.981 10.341 0.363 293.481 0 8.146 1.882 0.006 32.256 7 930
"955" -137 57 8.82 10.338 0.696 295.485 0 8.154 3.128 0.013 31.903 7 841
"956" -137 59 8.464 10.209 1.092 298.148 0 8.164 4.618 0.02 31.487 7 754
"957" -137 7 27.327 3.372 0.165 204.496 0 8.202 1.394 0.006 34.596 22 3711
"958" -137 9 27.045 3.753 0.152 205.008 0 8.213 1.445 0.005 34.251 22 3569
"959" -139 -1 25.901 4.393 0.232 206.879 0 8.166 1.413 0.013 35.229 17 4305
"960" -139 -11 27.751 3.12 0.155 203.042 0 8.185 1.491 0.006 35.631 17 5036
"961" -139 -13 27.701 3.389 0.127 202.319 0 8.193 1.36 0.004 35.809 17 5184
"962" -139 -15 27.544 3.495 0.076 201.771 0 8.201 0.935 0.002 35.997 17 5333
"963" -139 -17 27.25 3.596 0.043 202.032 0 8.208 0.621 0.001 36.177 17 5478
"964" -139 -19 26.756 3.998 0.034 203.438 0 8.214 0.522 0 36.222 17 5624
"965" -139 -21 26.058 4.757 0.031 206.111 0 8.219 0.49 0 36.09 17 5767
"966" -139 -23 25.179 5.507 0.03 209.684 0 8.221 0.465 0 35.913 17 5907
"967" -139 -25 24.185 6.01 0.028 213.987 0 8.223 0.428 0 35.767 17 6047
"968" -139 -27 23.075 6.743 0.028 218.741 0 8.223 0.415 0 35.648 17 6189
"969" -139 -29 21.828 7.563 0.03 223.773 0 8.221 0.418 0 35.545 17 6332
"970" -139 -3 26.642 3.751 0.226 209.101 0 8.165 1.421 0.013 35.279 17 4453
"971" -139 -31 20.538 7.874 0.034 229.239 0 8.219 0.436 0 35.405 17 6477
"972" -139 -33 19.23 7.863 0.041 235.52 0 8.216 0.492 0 35.171 17 6628
"973" -139 -35 17.925 7.942 0.079 242.151 0 8.211 0.811 0.001 34.892 10 6786
"974" -139 -37 16.576 7.869 0.136 249.084 0 8.205 1.228 0.002 34.66 10 6952
"975" -139 -39 15.096 7.702 0.199 256.588 0 8.197 1.401 0.004 34.457 10 7121
"976" -139 -41 13.66 7.882 0.247 263.859 0 8.189 1.451 0.006 34.34 10 7296
"977" -139 -43 12.158 7.887 0.263 271.053 0 8.178 1.457 0.006 34.316 10 7472
"978" -139 -45 10.787 7.017 0.276 278.291 0 8.167 1.463 0.005 34.333 10 7648
"979" -139 -47 9.763 6.088 0.316 283.055 0 8.154 1.492 0.005 34.377 30 7824
"980" -139 -49 9.036 5.147 0.347 285.324 0 8.14 1.479 0.004 34.403 30 8001
"981" -139 -5 27.028 3.192 0.216 207.806 0 8.168 1.432 0.011 35.279 17 4599
"982" -139 -7 27.334 3.091 0.197 205.75 0 8.172 1.449 0.009 35.345 17 4744
"983" -139 -9 27.61 2.961 0.175 204.06 0 8.178 1.481 0.007 35.483 17 4889
"984" -139 1 25.964 4.607 0.226 205.531 0 8.172 1.452 0.013 35.054 22 4158
"985" -139 11 26.459 4.44 0.15 206.842 0 8.224 1.495 0.005 34.161 9 3418
"986" -139 13 25.849 4.753 0.148 209.183 0 8.228 1.495 0.005 34.251 9 3272
"987" -139 15 25.185 4.798 0.141 211.796 0 8.229 1.443 0.004 34.344 9 3129
"988" -139 17 24.423 4.524 0.117 214.503 0 8.225 1.253 0.003 34.449 9 2990
"989" -139 19 23.644 4.473 0.078 217.175 0 8.217 0.926 0.001 34.622 9 2853
"990" -139 21 22.932 4.684 0.046 219.424 0 8.207 0.631 0 34.858 9 2721
"991" -139 23 22.343 5.19 0.033 221.308 0 8.197 0.486 0 35.075 9 2594
"992" -139 25 21.884 5.701 0.031 223.257 0 8.189 0.444 0 35.206 9 2473
"993" -139 27 21.394 6.04 0.032 225.641 0 8.184 0.434 0 35.18 9 2355
"994" -139 29 20.817 6.323 0.034 228.316 0 8.18 0.439 0 34.965 9 2240
"995" -139 3 26.789 3.835 0.208 206.958 0 8.182 1.461 0.011 34.915 22 4008
"996" -139 31 20.267 6.773 0.038 231.709 0 8.179 0.477 0 34.669 9 2124
"997" -139 33 19.507 7.629 0.053 236.06 0 8.179 0.613 0 34.283 9 2012
"998" -139 35 18.503 9.263 0.093 241.269 0 8.179 0.985 0.001 33.812 9 1899
"999" -139 37 17.4 10.202 0.122 247.155 0 8.178 1.241 0.002 33.456 9 1781
"1000" -139 39 16.107 11.092 0.147 253.491 0 8.177 1.402 0.003 33.14 9 1670
"1001" -139 41 14.725 11.414 0.166 260.755 0 8.178 1.439 0.003 32.906 9 1560
"1002" -139 43 13.192 11.303 0.195 269.023 0 8.176 1.469 0.004 32.701 9 1454
"1003" -139 45 11.855 11.012 0.227 276.631 0 8.168 1.499 0.005 32.575 9 1359
"1004" -139 47 10.641 11.092 0.25 283.646 0 8.156 1.513 0.005 32.516 7 1274
"1005" -139 49 9.691 10.806 0.261 288.932 0 8.146 1.516 0.005 32.485 7 1189
"1006" -139 5 27.178 3.507 0.188 205.579 0 8.194 1.416 0.009 34.819 22 3856
"1007" -139 51 9.111 10.415 0.265 291.967 0 8.139 1.511 0.005 32.461 7 1105
"1008" -139 53 8.749 10.397 0.272 294.204 0 8.138 1.528 0.005 32.438 7 1018
"1009" -139 55 8.606 10.843 0.316 295.632 0 8.142 1.694 0.005 32.375 7 929
"1010" -139 57 8.681 11.118 0.519 296.315 0 8.15 2.463 0.009 32.093 7 840
"1011" -139 59 8.605 10.705 0.864 298.022 0 8.159 3.785 0.016 31.321 7 753
"1012" -139 7 27.343 3.49 0.165 204.359 0 8.205 1.386 0.006 34.611 22 3710
"1013" -139 9 27.043 3.769 0.151 205.009 0 8.215 1.44 0.005 34.269 22 3568
"1014" -141 -1 26.023 4.372 0.23 206.564 0 8.168 1.407 0.013 35.245 17 4304
"1015" -141 -11 27.945 3.205 0.149 202.372 0 8.192 1.473 0.005 35.649 17 5035
"1016" -141 -13 27.862 3.356 0.122 201.69 0 8.2 1.313 0.004 35.807 17 5183
"1017" -141 -15 27.683 3.427 0.071 201.228 0 8.208 0.88 0.002 35.981 17 5332
"1018" -141 -17 27.357 3.527 0.049 201.714 0 8.215 0.664 0.001 36.131 17 5477
"1019" -141 -19 26.834 4.062 0.042 203.246 0 8.221 0.608 0.001 36.165 17 5623
"1020" -141 -21 26.112 4.894 0.034 205.999 0 8.224 0.521 0 36.038 17 5766
"1021" -141 -23 25.212 5.68 0.03 209.692 0 8.226 0.469 0 35.874 17 5906
"1022" -141 -25 24.19 6.145 0.028 214.081 0 8.227 0.432 0 35.742 17 6046
"1023" -141 -27 23.046 6.72 0.029 218.925 0 8.226 0.42 0 35.637 17 6188
"1024" -141 -29 21.814 7.499 0.031 223.939 0 8.223 0.423 0 35.546 17 6331
"1025" -141 -3 26.758 3.827 0.224 208.703 0 8.167 1.417 0.012 35.289 17 4452
"1026" -141 -31 20.515 7.889 0.035 229.313 0 8.22 0.444 0 35.428 17 6476
"1027" -141 -33 19.206 7.79 0.04 235.388 0 8.216 0.487 0 35.206 17 6627
"1028" -141 -35 17.909 7.888 0.076 241.897 0 8.211 0.793 0.001 34.924 17 6785
"1029" -141 -37 16.594 7.938 0.134 248.845 0 8.204 1.218 0.002 34.679 10 6951
"1030" -141 -39 15.092 7.943 0.196 256.362 0 8.197 1.396 0.004 34.469 10 7120
"1031" -141 -41 13.706 7.775 0.245 263.525 0 8.188 1.448 0.005 34.351 10 7295
"1032" -141 -43 12.239 7.549 0.263 270.634 0 8.178 1.458 0.006 34.316 10 7471
"1033" -141 -45 10.875 6.964 0.273 277.682 0 8.167 1.454 0.005 34.334 10 7647
"1034" -141 -47 9.877 6.179 0.309 282.292 0 8.155 1.476 0.005 34.386 30 7823
"1035" -141 -49 9.177 5.187 0.344 284.135 0 8.142 1.473 0.004 34.418 30 8000
"1036" -141 -5 27.137 3.198 0.213 207.324 0 8.171 1.432 0.011 35.301 17 4598
"1037" -141 -51 8.615 4.292 0.367 292.243 0 8.128 1.488 0.004 34.349 30 8157
"1038" -141 -7 27.461 3.04 0.194 205.235 0 8.176 1.451 0.009 35.376 17 4743
"1039" -141 -9 27.792 3.016 0.173 203.444 0 8.184 1.479 0.007 35.504 17 4888
"1040" -141 1 26.067 4.367 0.226 205.265 0 8.175 1.447 0.013 35.08 22 4157
"1041" -141 11 26.484 4.239 0.149 206.993 0 8.222 1.492 0.005 34.211 9 3417
"1042" -141 13 25.889 4.407 0.147 209.244 0 8.226 1.492 0.005 34.288 9 3271
"1043" -141 15 25.265 4.378 0.139 211.637 0 8.227 1.429 0.004 34.38 9 3128
"1044" -141 17 24.548 4.168 0.116 214.156 0 8.224 1.246 0.003 34.48 9 2989
"1045" -141 19 23.827 4.262 0.08 216.487 0 8.218 0.949 0.001 34.63 9 2852
"1046" -141 21 23.199 4.773 0.047 218.329 0 8.21 0.648 0.001 34.869 9 2720
"1047" -141 23 22.676 5.407 0.033 219.838 0 8.201 0.498 0 35.115 9 2593
"1048" -141 25 22.253 5.844 0.032 221.647 0 8.193 0.459 0 35.27 9 2472
"1049" -141 27 21.772 6.034 0.033 224.205 0 8.187 0.445 0 35.272 9 2354
"1050" -141 29 21.202 6.333 0.034 226.896 0 8.183 0.447 0 35.088 9 2239
"1051" -141 3 26.837 3.853 0.207 206.714 0 8.185 1.456 0.011 34.95 22 4007
"1052" -141 31 20.622 6.776 0.039 230.359 0 8.181 0.485 0 34.801 9 2123
"1053" -141 33 19.783 7.86 0.057 234.894 0 8.181 0.639 0 34.408 9 2011
"1054" -141 35 18.746 9.683 0.091 240.254 0 8.181 0.965 0.001 33.924 9 1898
"1055" -141 37 17.55 10.67 0.128 246.89 0 8.18 1.296 0.002 33.525 9 1780
"1056" -141 39 16.166 11.111 0.152 253.738 0 8.177 1.429 0.003 33.182 9 1669
"1057" -141 41 14.66 11.317 0.17 261.41 0 8.175 1.444 0.003 32.906 9 1559
"1058" -141 43 13.069 11.464 0.202 270.225 0 8.17 1.479 0.004 32.675 9 1453
"1059" -141 45 11.682 11.224 0.231 277.849 0 8.16 1.501 0.005 32.575 9 1358
"1060" -141 47 10.429 11.069 0.252 284.867 0 8.148 1.509 0.005 32.531 7 1273
"1061" -141 49 9.43 10.884 0.263 290.698 0 8.136 1.513 0.005 32.507 7 1188
"1062" -141 5 27.195 3.647 0.187 205.396 0 8.197 1.409 0.008 34.862 22 3855
"1063" -141 51 8.778 10.535 0.267 294.045 0 8.129 1.509 0.005 32.5 7 1104
"1064" -141 53 8.38 10.513 0.272 296.243 0 8.129 1.517 0.005 32.495 7 1017
"1065" -141 55 8.238 11.016 0.296 297.46 0 8.135 1.61 0.005 32.467 7 928
"1066" -141 57 8.351 11.401 0.401 297.799 0 8.145 2.011 0.007 32.37 7 839
"1067" -141 59 8.572 10.969 0.676 297.913 0 8.155 3.073 0.012 31.97 7 752
"1068" -141 7 27.357 3.648 0.164 204.221 0 8.207 1.378 0.006 34.631 22 3709
"1069" -141 9 27.054 3.923 0.151 205.002 0 8.216 1.433 0.005 34.302 22 3567
"1070" -143 -1 26.164 4.404 0.228 206.255 0 8.171 1.403 0.013 35.271 17 4303
"1071" -143 -11 28.112 3.128 0.144 201.795 0 8.199 1.457 0.005 35.684 17 5034
"1072" -143 -13 28.016 3.361 0.114 201.077 0 8.208 1.247 0.003 35.816 17 5182
"1073" -143 -15 27.814 3.458 0.075 200.819 0 8.216 0.891 0.002 35.971 17 5331
"1074" -143 -17 27.456 3.566 0.073 201.539 0 8.223 0.825 0.002 36.089 17 5476
"1075" -143 -19 26.91 4.129 0.056 203.098 0 8.228 0.718 0.001 36.101 17 5622
"1076" -143 -21 26.134 4.909 0.037 205.911 0 8.231 0.553 0 35.984 17 5765
"1077" -143 -23 25.196 5.612 0.031 209.734 0 8.231 0.474 0 35.844 17 5905
"1078" -143 -25 24.156 6.217 0.029 214.255 0 8.23 0.436 0 35.722 17 6045
"1079" -143 -27 22.979 6.959 0.029 219.117 0 8.228 0.424 0 35.624 17 6187
"1080" -143 -29 21.761 7.61 0.032 224.044 0 8.224 0.43 0 35.545 17 6330
"1081" -143 -3 26.874 3.841 0.222 208.304 0 8.17 1.415 0.012 35.319 17 4451
"1082" -143 -31 20.505 8.063 0.037 229.336 0 8.22 0.458 0 35.438 17 6475
"1083" -143 -33 19.239 8.056 0.043 235.209 0 8.216 0.504 0 35.24 17 6626
"1084" -143 -35 17.98 7.932 0.075 241.491 0 8.21 0.785 0.001 34.984 17 6784
"1085" -143 -37 16.622 8.002 0.132 248.54 0 8.204 1.21 0.002 34.724 17 6950
"1086" -143 -39 15.178 7.759 0.191 255.929 0 8.197 1.391 0.004 34.496 10 7119
"1087" -143 -41 13.805 7.535 0.242 263.005 0 8.188 1.444 0.005 34.364 10 7294
"1088" -143 -43 12.359 7.518 0.263 270.101 0 8.179 1.456 0.006 34.322 10 7470
"1089" -143 -45 11.011 7.068 0.273 277.273 0 8.168 1.452 0.005 34.335 10 7646
"1090" -143 -47 10 6.104 0.307 281.409 0 8.157 1.471 0.005 34.39 30 7822
"1091" -143 -49 9.343 4.999 0.344 283.197 0 8.145 1.468 0.004 34.427 30 7999
"1092" -143 -5 27.251 3.205 0.21 206.884 0 8.174 1.432 0.011 35.338 17 4597
"1093" -143 -51 8.667 4.205 0.365 290.341 0 8.132 1.475 0.004 34.359 30 8156
"1094" -143 -7 27.598 3.051 0.189 204.711 0 8.181 1.449 0.009 35.405 17 4742
"1095" -143 -9 27.966 2.986 0.161 202.851 0 8.19 1.462 0.006 35.54 17 4887
"1096" -143 1 26.169 4.209 0.224 204.984 0 8.177 1.439 0.013 35.11 17 4156
